feature,value,viability_score
throughput,653.4081632653061,0.7407021110652898
throughput,673.795918367347,0.741697448241641
throughput,694.1836734693878,0.7420807001922519
throughput,714.5714285714286,0.7474336691831017
throughput,734.9591836734694,0.7497732554800021
throughput,755.3469387755102,0.7561972596983846
throughput,775.7346938775511,0.76430390887545
throughput,796.1224489795918,0.7727734723351952
throughput,816.5102040816327,0.7903886325381627
throughput,836.8979591836735,0.8233630040286666
throughput,857.2857142857143,0.8356039211750559
throughput,877.6734693877552,0.8429051567452062
throughput,898.0612244897959,0.8425581940754049
throughput,918.4489795918367,0.8567391036068441
throughput,938.8367346938776,0.8598260846068725
throughput,959.2244897959184,0.8613068935898112
throughput,979.6122448979593,0.8613068935898112
throughput,1000.0,0.8613068935898113
reliability,0.97,0.39449566129827074
reliability,0.9706102040816327,0.39449566129827085
reliability,0.9712204081632653,0.39449566129827074
reliability,0.971830612244898,0.39449566129827085
reliability,0.9724408163265306,0.39449566129827085
reliability,0.9730510204081633,0.39449566129827074
reliability,0.9736612244897959,0.39449566129827085
reliability,0.9742714285714286,0.39449566129827085
reliability,0.9748816326530612,0.39449566129827085
reliability,0.9754918367346939,0.39449566129827085
reliability,0.9761020408163266,0.39449566129827085
reliability,0.9767122448979592,0.39449566129827085
reliability,0.9773224489795919,0.39449566129827074
reliability,0.9779326530612245,0.39449566129827074
reliability,0.9785428571428572,0.39449566129827085
reliability,0.9791530612244898,0.39449566129827074
reliability,0.9797632653061225,0.39449566129827085
reliability,0.980373469387755,0.39449566129827074
reliability,0.9809836734693878,0.39449566129827085
reliability,0.9815938775510203,0.39449566129827074
reliability,0.982204081632653,0.3944956612982707
reliability,0.9828142857142858,0.39449566129827074
reliability,0.9834244897959183,0.39449566129827085
reliability,0.984034693877551,0.39449566129827085
reliability,0.9846448979591836,0.39449566129827085
reliability,0.9852551020408163,0.3944956612982707
reliability,0.9858653061224489,0.39449566129827074
reliability,0.9864755102040816,0.39449566129827085
reliability,0.9870857142857142,0.39449566129827085
reliability,0.9876959183673469,0.39449566129827085
reliability,0.9883061224489796,0.39449566129827074
reliability,0.9889163265306122,0.39449566129827074
reliability,0.9895265306122449,0.39449566129827074
reliability,0.9901367346938775,0.39449566129827085
reliability,0.9907469387755102,0.3982920737664341
reliability,0.9913571428571428,0.4170474686142056
reliability,0.9919673469387755,0.4390769632820463
reliability,0.9925775510204081,0.4389553910633755
reliability,0.9931877551020408,0.43852798799192144
reliability,0.9937979591836734,0.43999262266389416
reliability,0.9944081632653061,0.444471299658487
reliability,0.9950183673469388,0.444097380224191
reliability,0.9956285714285714,0.45549393537759625
reliability,0.9962387755102041,0.45256084490425813
reliability,0.9968489795918367,0.4525608449042582
reliability,0.9974591836734694,0.4525608449042582
reliability,0.998069387755102,0.4525608449042582
reliability,0.9986795918367347,0.45256084490425813
reliability,0.9992897959183673,0.4525608449042582
reliability,0.9999,0.44318841387370944
jitter,0.0,0.4840799956001547
jitter,0.40816326530612246,0.4748016747401009
jitter,0.8163265306122449,0.4023644199772881
jitter,1.2244897959183674,0.452483311765185
jitter,1.6326530612244898,0.5020169913513257
jitter,2.0408163265306123,0.4977382865730695
jitter,2.4489795918367347,0.5004267449169837
jitter,2.857142857142857,0.50139700545908
jitter,3.2653061224489797,0.5003336366560577
jitter,3.673469387755102,0.5003336366560577
jitter,4.081632653061225,0.5009850694472313
jitter,4.4897959183673475,0.49987064004794823
jitter,4.8979591836734695,0.49884909333761757
jitter,5.3061224489795915,0.4988490933376176
jitter,5.714285714285714,0.49858530318015104
jitter,6.122448979591837,0.498585303180151
jitter,6.530612244897959,0.4979276850695263
jitter,6.938775510204081,0.4979276850695263
jitter,7.346938775510204,0.49726700682946073
jitter,7.755102040816327,0.4966672488104365
jitter,8.16326530612245,0.49666724881043656
jitter,8.571428571428571,0.49567076216952155
jitter,8.979591836734695,0.49567076216952155
jitter,9.387755102040817,0.4952720401200352
jitter,9.795918367346939,0.49532117735636655
jitter,10.204081632653061,0.4977764382947265
jitter,10.612244897959183,0.4977764382947265
jitter,11.020408163265307,0.4977764382947265
jitter,11.428571428571429,0.4977764382947265
jitter,11.83673469387755,0.4977764382947265
jitter,12.244897959183675,0.4977764382947265
jitter,12.653061224489797,0.4977764382947265
jitter,13.061224489795919,0.49777643829472656
jitter,13.46938775510204,0.4977764382947265
jitter,13.877551020408163,0.49777643829472645
jitter,14.285714285714286,0.4977764382947265
jitter,14.693877551020408,0.49777643829472645
jitter,15.10204081632653,0.4977764382947265
jitter,15.510204081632654,0.49777643829472645
jitter,15.918367346938776,0.49777643829472656
jitter,16.3265306122449,0.4977764382947265
jitter,16.73469387755102,0.4977764382947265
jitter,17.142857142857142,0.4977764382947265
jitter,17.551020408163264,0.49777643829472645
jitter,17.95918367346939,0.4977764382947265
jitter,18.367346938775512,0.49777643829472645
jitter,18.775510204081634,0.4977764382947265
jitter,19.183673469387756,0.4977764382947265
jitter,19.591836734693878,0.4977764382947265
jitter,20.0,0.49777643829472656
packet_loss,0.0,0.4551532156129167
packet_loss,0.0010204081632653062,0.45256084490425813
packet_loss,0.0020408163265306124,0.4525608449042582
packet_loss,0.0030612244897959186,0.45256084490425813
packet_loss,0.004081632653061225,0.45256084490425813
packet_loss,0.005102040816326531,0.4525608449042582
packet_loss,0.006122448979591837,0.45256084490425813
packet_loss,0.0071428571428571435,0.45256084490425813
packet_loss,0.00816326530612245,0.45256084490425813
packet_loss,0.009183673469387756,0.45256084490425813
packet_loss,0.010204081632653062,0.4525608449042581
packet_loss,0.011224489795918368,0.4525608449042582
packet_loss,0.012244897959183675,0.45256084490425813
packet_loss,0.01326530612244898,0.45256084490425813
packet_loss,0.014285714285714287,0.45256084490425813
packet_loss,0.015306122448979593,0.45256084490425813
packet_loss,0.0163265306122449,0.4525608449042582
packet_loss,0.017346938775510204,0.45256084490425813
packet_loss,0.018367346938775512,0.45256084490425813
packet_loss,0.01938775510204082,0.4525608449042582
packet_loss,0.020408163265306124,0.45256084490425813
packet_loss,0.02142857142857143,0.45256084490425813
packet_loss,0.022448979591836737,0.45256084490425813
packet_loss,0.023469387755102045,0.45256084490425835
packet_loss,0.02448979591836735,0.45256084490425813
packet_loss,0.025510204081632654,0.45256084490425813
packet_loss,0.02653061224489796,0.4525608449042582
packet_loss,0.02755102040816327,0.45256084490425813
packet_loss,0.028571428571428574,0.4525608449042583
packet_loss,0.02959183673469388,0.45256084490425813
packet_loss,0.030612244897959186,0.45256084490425813
packet_loss,0.031632653061224494,0.4525608449042582
packet_loss,0.0326530612244898,0.45256084490425813
packet_loss,0.0336734693877551,0.45256084490425813
packet_loss,0.03469387755102041,0.45256084490425813
packet_loss,0.03571428571428572,0.45256084490425813
packet_loss,0.036734693877551024,0.4525608449042582
packet_loss,0.03775510204081633,0.45256084490425813
packet_loss,0.03877551020408164,0.45256084490425813
packet_loss,0.039795918367346944,0.4525608449042582
packet_loss,0.04081632653061225,0.4525608449042582
packet_loss,0.04183673469387755,0.4525608449042583
packet_loss,0.04285714285714286,0.4525608449042582
packet_loss,0.04387755102040817,0.45256084490425813
packet_loss,0.04489795918367347,0.45256084490425813
packet_loss,0.04591836734693878,0.4525608449042582
packet_loss,0.04693877551020409,0.45256084490425813
packet_loss,0.047959183673469394,0.45256084490425813
packet_loss,0.0489795918367347,0.45256084490425813
packet_loss,0.05,0.4525608449042582
