slice_type,latency,throughput,reliability,jitter,packet_loss,viability_score,timestamp,latency_throughput_ratio,reliability_packet_loss_ratio,jitter_latency_ratio,slice_type_encoded
URLLC,9.360725324607417,16.265414956114657,0.99999,0.4098360251372717,5.182026165012808e-06,0.266380070345502,2025-04-16 03:07:24.738255,0.575498674602812,192935.5492646889,0.0437825026525877,0
URLLC,4.987121401351006,3.1701079308031566,0.99999,0.21011862315834942,2.474049510794691e-06,0.42904478705679144,2025-03-27 03:07:24.738255,1.5731703579307301,404028.28130857163,0.04213223703942549,0
URLLC,7.173376704540285,21.03604379547457,0.99999,0.15949532954362738,4.571605193503209e-06,0.406341529000444,2025-04-21 03:07:24.738255,0.3410040610905846,218691.5243460759,0.02223434149336332,0
URLLC,6.42845810648454,15.325453630252435,0.99999,0.9762825004193189,1.6477807479048104e-06,0.27055697404116846,2025-07-19 03:07:24.738255,0.4194627997393806,606502.7149733148,0.15186882023322187,0
URLLC,7.157506628181089,47.4023577672547,0.999999,0.9868187509593187,9.15016884798003e-06,0.4481541770055477,2025-08-10 03:07:24.738255,0.15099473558529872,109275.54901587607,0.13787184062143923,0
URLLC,4.286476695725073,23.419980123339077,0.999999,0.43178925188607725,1.3483036670475623e-06,0.7299296563344996,2025-05-15 03:07:24.738255,0.183026479532616,741122.2724889774,0.10073288199229474,0
URLLC,2.3939702091706536,33.8371046686087,0.99999,0.9975781619624076,5.1171612916616735e-06,0.41259836735045874,2024-12-07 03:07:24.738255,0.07074985173426294,195380.71252837387,0.41670432716189587,0
URLLC,2.8996490695036115,11.892633456630715,0.999999,0.9061749767891274,1.229053303751092e-06,0.8204496652821307,2025-05-01 03:07:24.738255,0.24381890152916605,812972.0858034906,0.31251183938352073,0
URLLC,3.059717748957155,67.11593925680033,0.999999,0.15562311403162882,9.961022825715374e-06,0.7682590496264671,2025-04-03 03:07:24.738255,0.04558854032663482,100381.11912559182,0.05086190163219083,0
URLLC,6.849449555492771,30.618692885832264,0.99999,0.8859121955228071,1.1482740469299881e-06,0.23839386695604112,2024-12-01 03:07:24.738255,0.22370155895716098,870105.7877981628,0.12934062204629956,0
URLLC,6.195357904603441,88.35378406121565,0.999999,1.0,5.504368369734809e-06,0.5186166119910746,2025-01-26 03:07:24.738255,0.07011989243370849,181640.70645978765,0.1614111491195374,0
URLLC,3.5556386550714243,72.43638304979186,0.999999,0.16514858169508367,4.179081974055895e-06,0.7622156960497031,2025-04-27 03:07:24.738255,0.049086363182172695,239229.51899187523,0.046446939992789066,0
URLLC,8.579875075315536,42.555610318212835,0.999999,0.7458192106941571,4.350224773550332e-06,0.5304098177803389,2024-12-28 03:07:24.738255,0.20161559920168612,229820.1200909376,0.0869265714501277,0
URLLC,6.093657050698013,23.035429241112077,0.99999,0.8679564396412146,3.376842144609495e-06,0.2573985740198132,2025-08-09 03:07:24.739258,0.2645341105816407,296044.02964650874,0.14243602650821413,0
URLLC,2.0072456826638594,30.67288478968149,0.99999,1.0,9.425296434462443e-06,0.3125278300621548,2025-09-03 03:07:24.739258,0.06544039241782416,106085.14244725498,0.49819486993640405,0
URLLC,1.208537445791079,83.14944940612213,0.99999,0.49012293380042127,4.621083612674404e-06,0.6018458168212361,2024-12-21 03:07:24.739258,0.014534521153035747,216350.47822542343,0.40555013827433445,0
URLLC,3.710721170627377,26.758628550550007,0.999999,0.4420657573807396,4.910918189970378e-06,0.7011166820939683,2025-10-24 03:07:24.739258,0.13867381225998196,203586.2490629207,0.11913200101046609,0
URLLC,8.946332507364795,90.21837553197506,0.99999,0.6496092527248557,2.2534344394079103e-06,0.2152836946262859,2025-08-23 03:07:24.739258,0.09916308463158889,443565.7930521283,0.07261178584389737,0
URLLC,8.106323088584515,77.12603460019578,0.99999,0.7129921495344568,8.953293459853684e-06,0.06604806849256238,2025-03-23 03:07:24.739258,0.1051048848226284,111677.15291925892,0.0879550511110833,0
URLLC,2.9884372062753184,94.38150907262113,0.99999,0.8855498006809515,8.240615479705209e-06,0.4535136469148866,2025-05-06 03:07:24.739258,0.031663375633382944,121334.22172660842,0.29632528416395426,0
URLLC,3.884993305176122,76.2572629333225,0.999999,0.3670484194700915,9.750719504600622e-06,0.6751957057871455,2025-06-21 03:07:24.739258,0.050945878527363195,102545.91505920827,0.09447849614118076,0
URLLC,6.880263455550304,90.31211906767352,0.99999,0.5437182800678338,6.360894727645065e-06,0.23063059542285239,2025-05-13 03:07:24.739258,0.07618316844289251,157184.3048038236,0.07902578216004716,0
URLLC,1.850514474141828,100.0,0.99999,0.6907135302098658,5.67170755210083e-06,0.5223826030353536,2025-01-07 03:07:24.739258,0.018505144556366836,176280.9012831384,0.37325466328790496,0
URLLC,4.590854120311677,15.031891868440592,0.99999,0.6190458099400125,7.048395114430579e-06,0.30515140743622293,2025-10-25 03:07:24.739258,0.30540758642247645,141854.72423768023,0.1348432467844868,0
URLLC,6.916777770049198,46.398826247330355,0.999999,0.6655671054250387,2.5826936790132877e-06,0.5837705782692203,2025-06-18 03:07:24.739258,0.14907225420114834,387042.39907491644,0.0962250098712214,0
URLLC,10.0,83.29856906399822,0.99999,0.6834487123344022,4.919622577505701e-06,0.1557801826018949,2025-07-29 03:07:24.739258,0.12005007999917656,203224.28396995694,0.06834486439895378,0
URLLC,6.716501939193151,55.26614693497935,0.99999,0.6470305113149676,1.4713160982909793e-06,0.31569514332473836,2025-02-21 03:07:24.739258,0.12153012630978223,679195.1817688869,0.09633443432881084,0
URLLC,4.993161256493811,38.709919401528,0.99999,0.10972708233814286,3.144097859907848e-06,0.4871584149197136,2025-08-16 03:07:24.739258,0.12898918945585627,317951.9507953562,0.021975468991707273,0
URLLC,10.0,9.832981042658155,0.999999,0.9544428353629146,7.338903477675625e-06,0.31311334741426533,2025-10-22 03:07:24.739258,1.0169854838153143,136241.43737605066,0.09544427399186407,0
URLLC,10.0,74.16827920171103,0.99999,0.3381641726050418,7.534359598576819e-06,0.22852938091086197,2025-08-16 03:07:24.739258,0.13482852740826132,132706.3409407648,0.03381641387886279,0
URLLC,6.477238590614082,7.480159493502178,0.99999,0.5966762018968895,3.6570251368060844e-06,0.30909265297688754,2025-01-09 03:07:24.739258,0.8659224085152573,273368.8158504884,0.09211890243515308,0
URLLC,9.51130030322086,20.071799334196047,0.99999,0.15723108707399416,2.8183117587270544e-06,0.2629069267540575,2025-02-08 03:07:24.739258,0.4738638360713757,354692.94834264973,0.01653097531677923,0
URLLC,4.417222377750322,3.881690409421617,0.999999,0.7603767308752558,2.3835694636200207e-06,0.6520809240550975,2025-03-18 03:07:24.739258,1.1379633030665106,419362.49509875843,0.17213907150480426,0
URLLC,1.9953812019398836,31.184011297635625,0.99999,0.15873940918152732,2.91789915835702e-06,0.6223122580766525,2025-11-09 03:07:24.739258,0.06398731448971284,342591.4859500905,0.07955338532497835,0
URLLC,2.044062453411832,72.18859909405036,0.999999,0.44289599717013384,1.825368889588601e-06,0.958460097750883,2024-11-28 03:07:24.739258,0.02831558515816543,547533.9651811825,0.21667428984696024,0
URLLC,9.824653057667074,24.505955436683912,0.99999,0.6460003042208033,2.0516067240061556e-06,0.1541843135363306,2025-03-02 03:07:24.739258,0.4009087783637847,487180.5145645626,0.0657529822860959,0
URLLC,4.742383454018219,2.9417436570766915,0.99999,0.42561971548050653,9.581366509021912e-06,0.2484644914308702,2025-10-09 03:07:24.739258,1.6120989436013393,104357.31080192952,0.08974804122425782,0
URLLC,2.5598645522618364,1.7720648737027112,0.99999,0.7748973420217209,7.606525507621505e-06,0.32925502753507946,2024-11-29 03:07:24.739258,1.4445651204337169,131447.47250576716,0.3027101721561275,0
URLLC,4.314175551913269,73.78520713515292,0.999999,0.7638134633448588,2.0389550351336977e-06,0.7576712874008926,2025-02-15 03:07:24.740257,0.05846938242704367,490206.393169083,0.17704733548888246,0
URLLC,5.539348254654639,57.85596109359893,0.999999,0.14927667459264465,6.005022424733453e-06,0.737233595016674,2025-02-16 03:07:24.740257,0.09574377564913923,166499.3783376325,0.026948413564501193,0
URLLC,7.980025223917643,2.934478270813872,0.999999,0.6872091454003558,9.719407521212986e-06,0.45719138910679036,2025-05-26 03:07:24.740257,2.7194007820353074,102876.24236100056,0.08611615126535054,0
URLLC,4.580337123234512,94.57058436706366,0.99999,0.8233145778891371,5.497146045643657e-06,0.3791822419081812,2025-04-16 03:07:24.740257,0.04843299959978589,181877.67143659663,0.17974973806251107,0
URLLC,5.408414916053033,76.90834527964768,0.99999,1.0,1.7953486217296419e-06,0.28724063979880887,2025-08-28 03:07:24.740257,0.07032286062149105,556679.248061072,0.18489702262576405,0
URLLC,3.4377647804023583,85.07476316713564,0.99999,0.85288089981307,6.183858051350819e-06,0.4373004271426122,2025-07-14 03:07:24.740257,0.04040874886997766,161683.58136879065,0.24809162528613227,0
URLLC,4.215324191522427,62.87618866949628,0.99999,0.39490154980250564,4.387083881936069e-06,0.43337802089000965,2025-10-03 03:07:24.740257,0.06704166097977542,227887.6217741749,0.09368234521898916,0
URLLC,2.095420721993406,63.1702002384953,0.99999,0.38649251609822355,1.604136854362832e-06,0.5836714667016021,2025-05-23 03:07:24.740257,0.03317103129183127,622993.6078546721,0.18444617235834868,0
URLLC,6.088174887154877,31.83491963117693,0.999999,0.924755494179754,5.474899061087415e-06,0.5595744974949687,2025-08-16 03:07:24.740257,0.1912420312803462,182618.23106020113,0.15189368890127616,0
URLLC,5.68843590197056,82.11915115956558,0.99999,0.7514262640688479,1.270840022117532e-06,0.42584945433695187,2025-01-25 03:07:24.740257,0.06927051427561466,786254.5466489416,0.1320971432079246,0
URLLC,4.131610966074499,5.926517278413266,0.999999,0.20791564469645157,2.7034124667357785e-06,0.7200847920520571,2025-03-15 03:07:24.740257,0.6971396648051297,369765.7115177394,0.05032312966553707,0
URLLC,2.4575986505657097,18.698432306940546,0.99999,0.5949855982919691,1.695952770443987e-06,0.4155881179399601,2025-02-16 03:07:24.740257,0.13143339927059502,589285.6992940144,0.24210029414474019,0
URLLC,6.1626546158535715,71.44888809714496,0.999999,0.33478706776984085,5.79603058284183e-06,0.6455011258587102,2025-09-09 03:07:24.740257,0.0862526302889687,172501.93624298234,0.05432513004760375,0
URLLC,6.567455862017238,31.713313229586795,0.99999,0.5940687360575213,6.1948739357548594e-06,0.26181398536970757,2025-09-16 03:07:24.740257,0.2070882852064121,161396.11786309993,0.09045643519842612,0
URLLC,3.8167391055960143,8.716993448809378,0.999999,0.1,7.384688697749868e-06,0.7584884547420481,2025-03-20 03:07:24.740257,0.43785035404230743,135396.8520640006,0.026200369224349953,0
URLLC,4.471719511101385,81.36926178310567,0.99999,0.8989974990440446,9.405553893478132e-06,0.403112362103102,2025-03-24 03:07:24.740257,0.054955880859102836,106307.79468486598,0.20104062783266866,0
URLLC,4.130265712154245,65.19408542532892,0.99999,0.36607743171216456,7.841454380054573e-06,0.4476665378741652,2025-08-27 03:07:24.740257,0.06335337971005868,127509.82683982681,0.08863287947843629,0
URLLC,7.98551072130569,7.440158673808113,0.999999,0.5164329970300432,7.091848448818386e-06,0.5102476472491443,2025-02-03 03:07:24.740257,1.0732982988815951,140986.9401857292,0.06467124650912197,0
URLLC,8.490652057222198,49.471036118786465,0.999999,0.2382306396656254,8.85126986603881e-06,0.4826514634067717,2025-11-11 03:07:24.740257,0.17162874586265547,112965.26372703964,0.028057987773153104,0
URLLC,1.7108430455377346,23.781540952258716,0.99999,1.0,1e-05,0.2734060944985643,2024-12-14 03:07:24.740257,0.07193995448117874,99989.00109989,0.584506812650881,0
URLLC,9.434127309784163,27.402500048150962,0.999999,0.4257432330316232,5.711792697931802e-06,0.5029890904171773,2025-04-26 03:07:24.740257,0.34427979012597276,175045.5605297964,0.04512798841097843,0
URLLC,3.702682564154597,37.745372203093645,0.999999,0.5807796590101152,1e-05,0.6679699519554689,2024-12-03 03:07:24.740257,0.0980963294290894,99989.901009899,0.15685371135481294,0
URLLC,4.895600247902224,88.24720170478945,0.99999,0.16298930365867265,5.333742194968235e-06,0.48138567973599405,2025-02-10 03:07:24.740257,0.055475982216448484,187448.60828386375,0.0332930104812997,0
URLLC,10.0,70.32181640997976,0.99999,0.6802154942050574,1.7285850583376433e-06,0.1918679510391341,2025-01-17 03:07:24.740257,0.14220337824461352,578167.5756155761,0.06802154261835149,0
URLLC,7.587272374587973,69.25048971611758,0.999999,0.47433272841743834,4.134689839049011e-06,0.6806885397952398,2025-11-18 03:07:24.740257,0.10956272361579218,241797.38784036736,0.0625168891378185,0
URLLC,1.0,19.236566394205532,0.99999,0.5013575209383054,5.675117597119644e-06,0.5562092850629285,2024-12-08 03:07:24.740257,0.0519843264917015,176174.99688650688,0.5013570195812859,0
URLLC,4.21404624437851,95.86679490668712,0.999999,0.7401446778622041,2.5048821996045074e-06,0.7008163777159566,2024-11-28 03:07:24.740257,0.043957307684302845,399060.65822161373,0.17563748931613152,0
URLLC,2.864674239313955,6.591049770579643,0.99999,0.26778050342362486,2.628061623337594e-06,0.5425524884985691,2025-10-22 03:07:24.741257,0.43463088648944276,380360.0460039855,0.09347674031202019,0
URLLC,2.859698981156352,75.70516730952689,0.99999,0.9764699491956543,7.159815065236595e-06,0.37075308456218165,2025-01-27 03:07:24.741257,0.03777415789453416,139647.51091738467,0.3414588787739921,0
URLLC,1.6042964105248736,78.85360333560583,0.99999,0.4773122424282912,5.710102752553027e-06,0.5157705757952913,2025-09-23 03:07:24.741257,0.020345251482695562,175095.7815551429,0.2975210452232359,0
URLLC,6.378066817448774,86.82714984450615,0.999999,1.0,1.3409424690517973e-06,0.6515753970000928,2025-09-03 03:07:24.741257,0.07345705525764509,745187.6835722986,0.15678729493346777,0
URLLC,8.54608821801125,85.77936810106658,0.999999,0.9071105454574335,3.793074685508545e-06,0.37788424898600104,2025-08-15 03:07:24.741257,0.09962871384542495,263568.6123469031,0.10614335075576549,0
URLLC,6.231792677726407,37.296583996838,0.999999,0.3384517206912191,3.1906344967982305e-06,0.834092345521031,2025-01-22 03:07:24.741257,0.16708748745373705,313318.7716209906,0.05431048237378408,0
URLLC,6.198528610336473,26.87288132084408,0.99999,0.36194792725321134,9.349301401180828e-06,0.25899016218785215,2025-03-18 03:07:24.741257,0.2306611005224607,106947.35464609874,0.058392546298341196,0
URLLC,9.124782036487296,30.95743637063367,0.99999,0.8742672925642034,4.0179996831299e-06,0.140062110078184,2025-06-17 03:07:24.741257,0.2947524992861036,248815.6453949337,0.09581239236793558,0
URLLC,8.771735040432425,88.45709763737298,0.999999,0.636625913930312,1.3516963861349255e-06,0.5449799140110951,2025-04-15 03:07:24.741257,0.09916372089471157,739263.4520576404,0.07257695751398009,0
URLLC,2.239186705872349,51.25196187391799,0.99999,0.8570649293854361,2.22891983919684e-06,0.5028221818197868,2025-05-25 03:07:24.741257,0.04368977460201561,448442.1289153474,0.3827570717442548,0
URLLC,2.43988996237542,48.57572737735604,0.99999,0.9084316420740807,1.5057717419623124e-06,0.3947292808980549,2025-07-23 03:07:24.741257,0.05022858213100505,663663.8929116656,0.3723246883088796,0
URLLC,5.610556439105655,80.452329582589,0.99999,0.10398276923306737,3.773763530611108e-06,0.46453759686369195,2024-11-26 03:07:24.741257,0.06973764959296104,264914.60773388064,0.018533411405488195,0
URLLC,4.4165622163370735,69.56294726620999,0.99999,0.6689831381177104,7.4876446876474755e-06,0.35701705197344463,2025-10-27 03:07:24.741257,0.06349015282439383,133534.17630422287,0.1514714282008034,0
URLLC,4.645236532958312,100.0,0.99999,0.4840511801669111,4.633671435667918e-06,0.39016291003400405,2025-01-26 03:07:24.741257,0.04645236486505947,215762.8677416457,0.10420375206489041,0
URLLC,8.763459434120145,2.5807237106787766,0.99999,0.5506251357259027,6.706364120210177e-06,0.2119628543960678,2025-09-22 03:07:24.741257,3.395735855846166,149088.37243335243,0.06283193036189998,0
URLLC,5.3300209725791055,64.78267867938884,0.99999,0.6172094642775691,9.536055110728396e-06,0.2291660451352034,2025-08-10 03:07:24.741257,0.08227540137205681,104853.12168062174,0.11579867164767278,0
URLLC,2.495798821541738,36.9758401933088,0.999999,0.6501711446310339,6.933486608113422e-06,0.7530100162038124,2025-05-07 03:07:24.741257,0.0674980944583184,144206.63799826085,0.2605061267411269,0
URLLC,6.295135696765858,61.62764170983177,0.999999,0.5766592381466517,7.772425402412633e-06,0.6834978398383094,2025-01-25 03:07:24.741257,0.1021479229118975,128643.28764120267,0.09160392632028337,0
URLLC,1.6475245286086715,34.04084269221516,0.999999,0.2726086357446939,2.241204608604484e-06,0.8548128636763583,2025-04-21 03:07:24.741257,0.04839846343131166,445989.1823264002,0.16546550023714096,0
URLLC,7.224295719396363,79.16454865798997,0.999999,0.9738958413819252,7.017533351729916e-06,0.4967140314848404,2025-02-18 03:07:24.741257,0.09125670202896462,142479.76747927285,0.1348083943959739,0
URLLC,1.1756167672926026,34.016010457759464,0.99999,0.4436218960181355,1.4935575914978635e-06,0.6822684565042898,2025-10-28 03:07:24.741257,0.0345606882439014,669087.6321452411,0.3773521533616983,0
URLLC,2.9772794744973043,56.192790715608886,0.999999,0.34837253833253984,6.8640871731017185e-06,0.7741562491745491,2025-04-16 03:07:24.741257,0.05298329881108744,145664.42854769898,0.11701031908703878,0
URLLC,4.20676722157318,55.30748138588579,0.99999,0.19484820375308745,4.58454363013381e-06,0.4515915211491039,2025-07-05 03:07:24.741257,0.07606144847133248,218074.4706971242,0.046317789212599214,0
URLLC,3.672353553821875,29.217653887063214,0.99999,0.9433234110418992,7.99282361348839e-06,0.35742859814129313,2025-11-03 03:07:24.741257,0.1256895383293713,125095.32963833046,0.25687155126679373,0
URLLC,9.79119584526189,96.87396166402036,0.99999,0.3351663150742741,3.4036790822608847e-06,0.18773310293197837,2025-08-11 03:07:24.741257,0.10107149099722341,293710.501295163,0.03423139380927329,0
URLLC,7.587521033934161,30.621338250540393,0.99999,0.48396625619681277,5.24362344118676e-06,0.2860645275451187,2025-02-12 03:07:24.741257,0.24778540781165406,190669.55163013976,0.06378449433587664,0
URLLC,3.70817087173637,3.9586092393487107,0.999999,0.6045052893068547,1.8232003197613672e-06,0.7186735768821193,2025-09-08 03:07:24.742258,0.936735532808215,548184.8616991882,0.16301976019892303,0
URLLC,3.4810402282111657,89.68844226521583,0.999999,0.25805708131297606,6.706878723675784e-06,0.8123109721694456,2025-03-19 03:07:24.742258,0.03881258389018365,149078.27663467661,0.07413215311028827,0
URLLC,4.93192912604989,19.02409719520972,0.999999,0.811458007285688,3.187259063709575e-06,0.6239020342734732,2025-08-03 03:07:24.742258,0.25924640818410793,313650.48448619165,0.16453152955263087,0
URLLC,2.5770239312071173,65.31498822743808,0.99999,0.33471443919794164,6.908262294114723e-06,0.47677230116716884,2025-04-30 03:07:24.742258,0.039455321997121894,144731.80455919105,0.12988405162272,0
URLLC,8.896225329109965,49.013195951388134,0.99999,0.7119064254028111,1e-05,0.10187182419388974,2025-10-03 03:07:24.742258,0.18150673456239444,99989.00109989,0.08002341656634031,0
URLLC,5.559650880807225,89.42394276804521,0.99999,0.3417670682535989,8.0519280204899e-06,0.3817862621845973,2025-01-10 03:07:24.742258,0.06217183727915513,124177.19337061275,0.06147274606049193,0
URLLC,10.0,88.67262427708026,0.999999,0.39594252547503456,9.804444718376853e-06,0.4541709479123928,2024-12-14 03:07:24.742258,0.1127743761815154,101984.05362745597,0.0395942485880786,0
URLLC,1.932431962552328,68.90538264269985,0.999999,0.8739651018521059,6.2814309876919255e-06,0.7307782436402841,2024-12-26 03:07:24.742258,0.02804471668821568,159173.89334783368,0.45226153703038996,0
URLLC,8.14234108963401,100.0,0.99999,0.897629759883431,5.391943253904046e-06,0.1786416406346521,2025-08-28 03:07:24.742258,0.081423410082106,185425.64846683486,0.1102422067265143,0
URLLC,5.155712888573602,100.0,0.999999,0.3249936061060932,6.599401686789911e-06,0.7072884975835297,2025-06-15 03:07:24.742258,0.05155712837016473,151505.77911059637,0.06303561701248846,0
URLLC,2.4506152338818192,64.63880591210575,0.99999,0.7921916718503736,8.320751456881079e-06,0.48096256240600255,2025-09-24 03:07:24.742258,0.037912445339749315,120165.80946708395,0.3232622313105011,0
URLLC,8.422549186373624,9.046433933381437,0.99999,0.48034528973342977,6.115893262401227e-06,0.3221344784318987,2025-01-26 03:07:24.742258,0.9310351810849081,163480.0473218405,0.05703086109365709,0
URLLC,9.764345793002779,69.2727011556367,0.99999,0.8051425564757216,7.415684744159701e-06,0.15652889735318512,2025-04-06 03:07:24.742258,0.14095517410400682,134829.78372344145,0.08245739049873713,0
URLLC,8.18727435001163,40.424258268596404,0.99999,0.2879380728023039,3.941807948083852e-06,0.33958299201625397,2025-08-04 03:07:24.742258,0.2025336888825052,253623.8166218522,0.03516897386404561,0
URLLC,4.86062599348417,86.90069815427943,0.99999,0.36006916199842137,3.587941618401441e-06,0.49506983742534966,2025-06-01 03:07:24.742258,0.0559331057262824,278630.8907541962,0.07407874796422476,0
URLLC,6.068195827410055,12.348826308878332,0.99999,0.6003470379079341,2.853131855246297e-06,0.33839590419859017,2024-12-03 03:07:24.742258,0.49139854948390577,350365.7331604625,0.09893334955718072,0
URLLC,7.995062010974019,55.4069273164716,0.99999,0.8496179759955043,7.400792111923589e-06,0.08834222256393084,2025-07-12 03:07:24.742258,0.14429715297170181,135101.06537430448,0.10626782738664087,0
URLLC,9.657677437194389,21.027148234485203,0.999999,0.7306316401328896,1.137781851777446e-06,0.49251979274763946,2024-12-14 03:07:24.742258,0.4592956148975005,878130.4324785036,0.07565292682753086,0
URLLC,4.9226034369836045,58.04515827333151,0.999999,0.8064825563957015,3.849314822803792e-06,0.7175839835821807,2025-02-20 03:07:24.742258,0.0848064420635549,259718.7622366429,0.16383249288457657,0
URLLC,4.100474532202009,100.0,0.999999,0.9329871161294424,1.804148321132792e-06,0.7422387139767631,2025-06-10 03:07:24.742258,0.04100474491197264,553970.5454078513,0.22753144331735986,0
URLLC,9.291678236843728,31.735102170975637,0.99999,0.647207519957369,7.439017608692082e-06,0.16506229514295168,2025-10-05 03:07:24.742258,0.29278865698920215,134406.9399555888,0.06965452675023871,0
URLLC,8.515840295747104,42.52798836208529,0.99999,0.5749557698763085,5.8624980962644006e-06,0.24852677638308496,2025-04-02 03:07:24.742258,0.20024083958549843,170544.9517647303,0.06751602688549951,0
URLLC,3.7666372043004475,27.452103389756836,0.999999,0.6348481931483843,4.0526320660253195e-06,0.7194355388430894,2024-12-11 03:07:24.742258,0.13720759439141167,246692.09827435628,0.16854504168294293,0
URLLC,5.506855158038986,16.80901424726029,0.99999,1.0,9.722402730645053e-06,0.14688392300898226,2025-02-18 03:07:24.742258,0.3276131931010385,102843.62662963159,0.181591814149746,0
URLLC,3.4740611364681557,29.230749366854834,0.999999,0.13117806975487784,7.882670662919661e-06,0.7913339966306604,2025-07-23 03:07:24.742258,0.11884953663069298,126844.33974435677,0.037759275626612056,0
URLLC,7.628438883338902,9.613769575180028,0.99999,0.2109191204218991,6.572181003911491e-06,0.27811132818663203,2025-02-07 03:07:24.742258,0.7934908393833865,152131.82162562356,0.027649050611588698,0
URLLC,5.488374709138494,84.2185360693461,0.99999,0.2041984147413825,9.436834729286532e-06,0.3926073718739636,2025-03-28 03:07:24.742258,0.06516825036534807,105955.44726979933,0.03720561885028738,0
URLLC,2.3746974233017806,46.123574479274914,0.999999,0.21506203960198572,5.6694937262582985e-06,0.7737300724481526,2025-06-12 03:07:24.743257,0.05148554505209214,176351.31053391605,0.09056393750536267,0
URLLC,5.021099489299464,84.3551827329848,0.999999,0.32317525427830973,4.357632095988805e-06,0.7713465564047761,2025-11-07 03:07:24.743257,0.0595233068923552,229429.5499086254,0.06436343087875515,0
URLLC,4.124745759221379,1.2901533219253074,0.99999,0.4376039302904119,1.9396738196742605e-06,0.4179916366019307,2025-06-17 03:07:24.743257,3.1970948661908825,515279.7908964666,0.106092314470481,0
URLLC,8.857385749009195,55.3901835562874,0.999999,0.8666628839958516,2.800266507230854e-06,0.48529147228571456,2025-05-18 03:07:24.743257,0.15990894090645857,356981.028909146,0.0978463409755477,0
URLLC,2.5206537209202553,7.832375582299449,0.999999,0.5910006264812525,2.0680252606695297e-06,0.7622120906998072,2025-03-14 03:07:24.743257,0.32182488858065544,483318.8936883272,0.2344631422845119,0
URLLC,6.114353181857606,4.25419069301927,0.99999,0.5566264847081779,2.249991994911628e-06,0.32354478501340617,2025-05-09 03:07:24.743257,1.4372538012075682,444244.1386999507,0.09103602247311568,0
URLLC,2.3783056275443903,21.887932294520525,0.99999,0.6716095072466907,6.114926542039683e-06,0.4125516584245237,2025-08-17 03:07:24.743257,0.10865830023978466,163505.8879674673,0.2823897892174356,0
URLLC,5.710862133579462,91.84086750980532,0.99999,0.2417465351574984,8.273443052298556e-06,0.45672820080369325,2025-06-20 03:07:24.743257,0.06218214424844802,120852.8469746629,0.042330997872466296,0
